date,co2_median,R.H._median,Press_median,Temp_median,O3_median,PM1_median,PM10_median,PM2.5_median
2023-10-19 00:00:00+00:00,400.0,63.61,100517.0,15.26,0.0,7.0,15.0,15.0
2023-10-20 00:00:00+00:00,400.0,63.55,99798.0,20.05,0.0,9.0,12.0,11.0
2023-10-21 00:00:00+00:00,400.0,61.91,100196.0,23.52,0.0,8.0,12.0,11.0
2023-10-22 00:00:00+00:00,400.0,68.8,100717.0,15.77,0.0,6.0,9.0,8.0
2023-10-23 00:00:00+00:00,400.0,70.03,101168.0,15.17,0.0,4.0,6.0,6.0
2023-10-24 00:00:00+00:00,400.0,67.02,100950.0,17.68,0.0,10.0,14.0,13.0
2023-10-25 00:00:00+00:00,400.0,70.31,99773.0,17.37,0.0,5.0,8.0,7.0
2023-10-26 00:00:00+00:00,400.0,77.23,99648.0,16.05,0.0,5.0,8.0,7.0
2023-10-27 00:00:00+00:00,400.0,68.52,99235.0,18.73,0.0,3.0,5.0,5.0
2023-10-28 00:00:00+00:00,400.0,59.0,99979.0,16.01,0.0,1.0,2.0,2.0
2023-10-29 00:00:00+00:00,400.0,62.0,101064.0,13.88,0.0,7.0,10.0,9.0
2023-10-30 00:00:00+00:00,400.0,62.88,101096.0,15.44,0.0,9.0,13.0,12.0
2023-10-31 00:00:00+00:00,400.0,64.26,100444.0,18.05,0.0,4.0,6.0,6.0
2023-11-01 00:00:00+00:00,400.0,83.57,100602.0,13.83,0.0,6.0,9.0,8.0
2023-11-02 00:00:00+00:00,400.0,79.83,100701.0,11.85,0.0,10.0,14.0,14.0
2023-11-03 00:00:00+00:00,400.0,77.59,99915.0,16.14,0.0,4.0,6.0,5.0
2023-11-04 00:00:00+00:00,400.0,84.05,99270.0,16.55,0.0,10.0,14.0,13.0
2023-11-05 00:00:00+00:00,400.0,66.9,99340.0,15.23,0.0,3.0,4.0,4.0
2023-11-06 00:00:00+00:00,400.0,61.52,100203.0,14.04,0.0,1.5,2.5,2.5
2023-11-07 00:00:00+00:00,400.0,67.31,101340.0,12.39,0.0,8.0,11.0,10.0
2023-11-08 00:00:00+00:00,400.0,79.66,100744.0,11.62,0.0,8.0,12.0,11.0
2023-11-09 00:00:00+00:00,400.0,71.67,101564.0,9.16,0.0,9.0,13.0,12.0
2023-11-10 00:00:00+00:00,400.0,74.17,101086.0,12.93,0.0,3.0,5.0,5.0
2023-11-11 00:00:00+00:00,400.0,76.97,99488.0,13.37,0.0,7.0,10.0,9.0
2023-11-12 00:00:00+00:00,400.0,84.48,100425.0,7.91,0.0,4.0,7.0,6.0
2023-11-13 00:00:00+00:00,400.0,74.66,101041.0,6.66,0.0,8.0,11.0,10.0
2023-11-14 00:00:00+00:00,400.0,72.16,100310.0,10.51,0.0,15.0,23.0,20.5
2023-11-15 00:00:00+00:00,400.0,79.17,100145.0,11.17,0.0,9.0,12.0,11.0
2023-11-16 00:00:00+00:00,400.0,75.22,101134.0,7.77,0.0,5.0,7.0,7.0
2023-11-17 00:00:00+00:00,400.0,74.94,100711.0,7.33,0.0,9.0,13.0,12.0
2023-11-18 00:00:00+00:00,400.0,87.54,101020.0,2.61,0.0,7.0,10.0,9.0
2023-11-19 00:00:00+00:00,400.0,70.06,101249.0,0.86,0.0,6.0,9.0,8.0
2023-11-20 00:00:00+00:00,400.0,75.97,100675.0,2.96,0.0,18.0,25.0,23.0
2023-11-21 00:00:00+00:00,400.0,78.79,100700.0,7.42,0.0,23.0,31.0,28.0
2023-11-22 00:00:00+00:00,400.0,81.55,101500.0,4.42,0.0,15.0,25.0,23.0
2023-11-23 00:00:00+00:00,400.0,72.06,100981.0,4.55,0.0,15.0,21.0,19.0
2023-11-24 00:00:00+00:00,400.0,62.53,99194.5,8.46,0.0,3.0,7.5,7.0
2023-11-25 00:00:00+00:00,400.0,77.68,99274.0,4.0,0.0,12.0,18.0,16.0
2023-11-26 00:00:00+00:00,400.0,76.5,99142.5,-0.08,0.0,4.0,6.0,6.0
2023-11-27 00:00:00+00:00,400.0,60.42,100195.0,0.66,0.0,3.0,4.0,4.0
2023-11-28 00:00:00+00:00,400.0,74.09,99514.0,4.58,0.0,10.0,14.0,13.0
2023-11-29 00:00:00+00:00,400.0,70.43,99991.0,2.23,0.0,11.0,15.0,14.0
2023-11-30 00:00:00+00:00,400.0,72.59,100986.0,3.01,0.0,15.0,21.0,19.0
2023-12-01 00:00:00+00:00,400.0,72.06,99928.5,5.31,0.0,20.5,28.0,25.0
2023-12-02 00:00:00+00:00,400.0,83.6,99667.0,4.5,0.0,44.5,63.0,56.0
2023-12-03 00:00:00+00:00,400.0,70.39,101026.0,2.47,0.0,9.0,14.0,13.0
2023-12-04 00:00:00+00:00,400.0,77.06,102190.0,-1.91,0.0,29.5,44.0,38.0
2023-12-05 00:00:00+00:00,400.0,77.18,101459.0,3.92,0.0,11.0,15.0,14.0
2023-12-06 00:00:00+00:00,400.0,78.31,101402.0,3.31,0.0,12.5,18.5,17.0
2023-12-07 00:00:00+00:00,400.0,75.03,101646.0,-0.28,0.0,14.0,20.0,18.0
2023-12-08 00:00:00+00:00,400.0,76.34,101717.0,-0.99,0.0,13.0,19.0,18.0
2023-12-09 00:00:00+00:00,400.0,77.88,101698.0,-1.42,0.0,13.0,21.0,18.0
2023-12-10 00:00:00+00:00,400.0,79.04,101307.0,-0.88,0.0,9.0,13.0,12.0
2023-12-11 00:00:00+00:00,400.0,78.56,101043.0,1.32,0.0,17.0,26.0,23.0
2023-12-12 00:00:00+00:00,400.0,82.44,100701.0,1.81,0.0,23.0,35.0,30.0
2023-12-13 00:00:00+00:00,400.0,85.81,100424.0,2.52,0.0,15.0,22.0,19.0
2023-12-14 00:00:00+00:00,400.0,81.05,100068.0,5.92,0.0,15.0,21.0,19.0
2023-12-15 00:00:00+00:00,400.0,77.59,102089.0,3.41,0.0,6.0,9.0,8.0
2023-12-16 00:00:00+00:00,400.0,75.26,103083.0,3.71,0.0,12.5,17.5,16.0
2023-12-17 00:00:00+00:00,400.0,72.56,102761.0,5.96,0.0,18.0,26.0,23.0
2023-12-18 00:00:00+00:00,400.0,72.39,102191.0,6.99,0.0,23.0,33.0,29.0
2023-12-19 00:00:00+00:00,400.0,74.59,101624.0,6.03,0.0,27.0,38.0,34.0
2023-12-20 00:00:00+00:00,400.0,80.8,100582.0,3.66,0.0,35.0,49.0,44.0
2023-12-21 00:00:00+00:00,400.0,71.78,100032.0,3.83,0.0,25.0,37.0,31.0
2023-12-22 00:00:00+00:00,400.0,67.34,98628.0,5.11,0.0,10.5,16.0,14.0
2023-12-23 00:00:00+00:00,400.0,75.2,99069.0,0.93,0.0,7.0,10.0,9.0
2023-12-24 00:00:00+00:00,400.0,65.22,100183.0,3.63,0.0,6.0,9.0,8.0
2023-12-25 00:00:00+00:00,400.0,70.31,99960.0,8.46,0.0,8.0,13.0,12.0
2023-12-26 00:00:00+00:00,400.0,68.75,100670.0,11.64,0.0,8.0,12.0,11.0
2023-12-27 00:00:00+00:00,400.0,73.23,101560.0,6.94,0.0,9.0,13.0,12.0
2023-12-28 00:00:00+00:00,400.0,78.08,101820.0,3.39,0.0,15.0,21.0,19.0
2023-12-29 00:00:00+00:00,400.0,81.22,101317.0,2.7,0.0,43.0,59.0,53.5
2023-12-30 00:00:00+00:00,400.0,81.41,101249.0,3.8,0.0,49.0,67.0,59.0
2023-12-31 00:00:00+00:00,400.0,80.29,101358.0,3.15,0.0,37.5,53.0,47.0
2024-01-01 00:00:00+00:00,400.0,80.75,100496.0,5.04,0.0,21.0,30.0,27.0
2024-01-02 00:00:00+00:00,400.0,69.59,100613.0,5.43,0.0,6.0,9.0,8.0
2024-01-03 00:00:00+00:00,400.0,69.81,99780.0,6.96,0.0,12.0,19.0,17.0
2024-01-04 00:00:00+00:00,400.0,71.9,99602.0,7.85,0.0,17.0,24.0,21.0
2024-01-05 00:00:00+00:00,400.0,73.86,100719.0,5.48,0.0,9.0,13.0,12.0
2024-01-06 00:00:00+00:00,400.0,80.67,100522.0,5.84,0.0,14.0,20.0,18.0
2024-01-07 00:00:00+00:00,400.0,86.79,100248.0,2.29,0.0,7.0,13.0,11.0
2024-01-08 00:00:00+00:00,400.0,83.39,101510.0,-7.96,0.0,10.0,14.0,13.0
2024-01-09 00:00:00+00:00,400.0,73.22,103112.0,-10.62,0.0,9.0,20.0,18.0
2024-01-10 00:00:00+00:00,400.0,74.68,102720.0,-8.67,0.0,39.0,55.5,49.0
2024-01-11 00:00:00+00:00,400.0,76.54,101466.0,-0.18,0.0,40.0,54.5,50.0
2024-01-12 00:00:00+00:00,400.0,72.09,101738.0,-5.01,0.0,9.0,14.0,12.0
2024-01-13 00:00:00+00:00,400.0,71.45,101054.0,-1.38,0.0,15.0,21.0,19.0
2024-01-14 00:00:00+00:00,400.0,73.16,100241.0,-3.86,0.0,27.0,40.5,36.0
2024-01-15 00:00:00+00:00,400.0,71.73,99714.0,1.57,0.0,24.0,33.5,30.0
2024-01-16 00:00:00+00:00,400.0,70.43,100164.0,1.89,0.0,20.0,28.0,25.0
2024-01-17 00:00:00+00:00,400.0,67.34,100926.0,2.46,0.0,14.0,21.0,19.0
2024-01-18 00:00:00+00:00,400.0,73.48,99466.0,4.86,0.0,14.0,21.0,18.5
2024-01-19 00:00:00+00:00,400.0,84.21,100383.0,2.42,0.0,8.0,12.0,11.0
2024-01-20 00:00:00+00:00,400.0,77.72,102148.0,-1.36,0.0,11.0,21.0,19.0
2024-01-21 00:00:00+00:00,400.0,73.84,102834.0,-0.72,0.0,20.0,28.0,25.0
2024-01-22 00:00:00+00:00,400.0,72.3,102821.0,-1.02,0.0,14.0,21.0,19.0
2024-01-23 00:00:00+00:00,400.0,70.29,101988.0,-1.67,0.0,13.0,19.0,17.0
2024-01-24 00:00:00+00:00,400.0,72.09,101629.0,3.51,0.0,29.0,41.0,37.0
2024-01-25 00:00:00+00:00,400.0,71.91,100670.0,5.21,0.0,5.0,9.0,8.0
2024-01-26 00:00:00+00:00,400.0,73.09,101298.0,2.54,0.0,3.0,4.0,4.0
2024-01-27 00:00:00+00:00,400.0,82.33,101550.0,1.24,0.0,16.5,24.0,21.0
2024-01-28 00:00:00+00:00,400.0,79.26,102962.0,1.24,0.0,10.0,14.0,13.0
2024-01-29 00:00:00+00:00,400.0,79.33,103633.0,-2.4,0.0,16.0,23.0,21.0
2024-01-30 00:00:00+00:00,400.0,77.76,103416.0,-1.14,0.0,26.0,38.0,34.0
2024-01-31 00:00:00+00:00,400.0,78.05,102716.0,-1.5,0.0,33.0,49.5,42.0
2024-02-01 00:00:00+00:00,400.0,80.59,101814.0,-1.09,0.0,48.0,67.0,60.0
2024-02-02 00:00:00+00:00,400.0,75.59,101819.0,2.94,0.0,10.0,14.0,13.0
2024-02-03 00:00:00+00:00,400.0,69.59,100930.0,6.47,0.0,10.0,14.0,13.0
2024-02-04 00:00:00+00:00,400.0,70.62,100658.0,7.33,0.0,6.0,10.0,9.0
2024-02-05 00:00:00+00:00,400.0,76.2,100180.0,9.1,0.0,6.0,9.0,8.0
2024-02-06 00:00:00+00:00,400.0,75.05,100345.0,7.65,0.0,10.0,17.0,14.0
2024-02-07 00:00:00+00:00,400.0,64.11,99885.0,9.5,0.0,14.0,31.0,21.0
2024-02-08 00:00:00+00:00,400.0,74.42,100195.0,5.97,0.0,6.0,9.0,9.0
2024-02-09 00:00:00+00:00,400.0,68.76,99795.0,12.05,0.0,16.0,23.0,21.0
2024-02-10 00:00:00+00:00,400.0,77.89,99908.0,10.26,0.0,22.0,32.0,28.0
2024-02-11 00:00:00+00:00,400.0,69.27,99747.5,11.23,0.0,19.0,27.0,24.0
2024-02-12 00:00:00+00:00,400.0,74.02,99679.5,13.49,0.0,5.0,10.0,7.0
2024-02-13 00:00:00+00:00,400.0,79.59,100086.0,9.46,0.0,5.0,7.0,7.0
2024-02-14 00:00:00+00:00,400.0,76.59,101558.0,4.47,0.0,3.0,4.0,4.0
2024-02-15 00:00:00+00:00,400.0,77.0,101987.0,4.74,0.0,5.0,8.0,7.0
2024-02-16 00:00:00+00:00,400.0,79.11,102254.0,5.97,0.0,11.0,17.0,15.0
2024-02-17 00:00:00+00:00,400.0,78.88,102298.0,5.35,0.0,14.0,21.0,19.0
2024-02-18 00:00:00+00:00,400.0,74.13,102508.0,4.63,0.0,4.0,6.0,6.0
2024-02-19 00:00:00+00:00,400.0,66.42,102290.0,3.56,0.0,6.0,9.0,8.0
2024-02-20 00:00:00+00:00,400.0,70.9,101878.0,4.61,0.0,12.0,16.5,15.0
2024-02-21 00:00:00+00:00,400.0,75.84,101786.0,5.52,0.0,19.0,27.0,25.0
2024-02-22 00:00:00+00:00,400.0,64.88,101002.0,8.89,0.0,10.0,15.0,13.0
2024-02-23 00:00:00+00:00,400.0,66.18,100619.0,11.66,0.0,12.0,17.0,15.0
2024-02-24 00:00:00+00:00,400.0,76.98,100887.0,11.61,0.0,13.0,19.5,17.0
2024-02-25 00:00:00+00:00,400.0,80.42,101145.0,11.37,0.0,14.0,20.0,18.0
2024-02-26 00:00:00+00:00,400.0,66.83,101058.0,11.0,0.0,6.0,9.0,8.0
2024-02-27 00:00:00+00:00,400.0,67.48,101592.0,8.65,0.0,9.0,13.0,12.0
2024-02-28 00:00:00+00:00,400.0,72.84,101801.0,6.49,0.0,8.5,13.0,12.0
2024-02-29 00:00:00+00:00,400.0,78.22,101884.0,7.91,0.0,14.0,20.0,18.0
2024-03-01 00:00:00+00:00,400.0,71.31,101466.0,9.77,0.0,11.0,15.0,14.0
2024-03-02 00:00:00+00:00,400.0,67.05,101212.0,8.36,0.0,21.0,29.0,26.0
2024-03-03 00:00:00+00:00,400.0,62.21,101034.0,9.48,0.0,18.0,26.0,23.0
2024-03-04 00:00:00+00:00,400.0,67.25,101026.0,8.66,0.0,14.0,20.0,18.0
2024-03-05 00:00:00+00:00,400.0,76.84,101028.0,4.07,0.0,16.0,24.0,22.0
2024-03-06 00:00:00+00:00,400.0,62.14,101380.0,8.4,0.0,25.0,33.0,31.5
2024-03-07 00:00:00+00:00,400.0,64.8,101811.0,4.05,0.0,15.0,22.0,20.0
2024-03-08 00:00:00+00:00,400.0,64.95,101866.0,3.03,0.0,12.0,18.0,16.0
2024-03-09 00:00:00+00:00,400.0,58.65,101510.0,4.32,0.0,23.0,33.0,29.0
2024-03-10 00:00:00+00:00,400.0,54.71,101211.0,9.96,0.0,22.0,29.0,26.0
2024-03-11 00:00:00+00:00,400.0,76.48,101529.0,6.85,0.0,9.0,13.0,12.0
2024-03-12 00:00:00+00:00,400.0,84.53,100938.0,7.09,0.0,9.0,14.0,12.5
2024-03-13 00:00:00+00:00,400.0,87.49,100726.0,5.37,0.0,6.0,9.0,8.0
2024-03-14 00:00:00+00:00,400.0,81.53,101314.0,4.17,0.0,19.0,27.0,24.0
2024-03-15 00:00:00+00:00,400.0,77.81,101462.0,6.74,0.0,21.0,31.0,27.0
2024-03-16 00:00:00+00:00,400.0,74.23,101509.0,9.31,0.0,13.0,18.0,16.0
2024-03-17 00:00:00+00:00,400.0,82.6,101263.0,7.13,0.0,9.0,13.0,12.0
2024-03-18 00:00:00+00:00,400.0,79.34,101107.0,5.65,0.0,5.0,8.0,7.0
2024-03-19 00:00:00+00:00,400.0,79.48,101141.0,3.41,0.0,5.0,8.0,7.0
2024-03-20 00:00:00+00:00,400.0,80.59,101536.0,4.42,0.0,6.0,10.0,9.0
2024-03-21 00:00:00+00:00,400.0,86.24,101507.0,5.45,0.0,10.0,14.0,13.0
2024-03-22 00:00:00+00:00,400.0,74.13,101323.0,8.44,0.0,13.0,19.0,17.0
2024-03-23 00:00:00+00:00,400.0,62.08,100598.0,13.32,0.0,11.0,16.0,14.0
2024-03-24 00:00:00+00:00,400.0,76.61,99898.0,7.39,0.0,10.0,14.0,13.0
2024-03-25 00:00:00+00:00,400.0,72.5,99894.0,6.12,0.0,6.0,9.0,8.0
2024-03-26 00:00:00+00:00,400.0,66.29,100741.0,7.78,0.0,5.0,7.0,7.0
2024-03-27 00:00:00+00:00,400.0,60.03,100638.0,10.07,0.0,3.0,5.0,5.0
2024-03-28 00:00:00+00:00,400.0,65.01,100034.0,13.03,0.0,4.0,6.0,6.0
2024-03-29 00:00:00+00:00,400.0,60.59,100285.0,14.09,0.0,4.0,6.0,5.0
2024-03-30 00:00:00+00:00,400.0,54.84,100846.0,18.73,0.0,3.5,6.0,6.0
2024-03-31 00:00:00+00:00,400.0,63.14,100634.0,19.04,0.0,3.0,5.0,5.0
2024-04-01 00:00:00+00:00,400.0,61.53,100431.0,20.0,0.0,7.0,10.0,9.0
2024-04-02 00:00:00+00:00,400.0,57.95,99711.5,16.18,0.0,1.0,2.0,2.0
2024-04-03 00:00:00+00:00,400.0,54.3,100606.0,13.47,0.0,1.0,2.0,2.0
2024-04-04 00:00:00+00:00,400.0,60.36,100944.0,14.39,0.0,2.0,3.0,3.0
2024-04-05 00:00:00+00:00,400.0,63.95,101384.0,15.02,0.0,6.0,9.0,8.0
2024-04-06 00:00:00+00:00,400.0,81.17,101318.0,13.27,0.0,9.0,13.0,12.0
2024-04-07 00:00:00+00:00,400.0,71.97,101798.0,15.71,0.0,6.0,9.0,8.0
2024-04-08 00:00:00+00:00,400.0,56.73,101629.0,17.7,0.0,3.0,4.0,4.0
2024-04-09 00:00:00+00:00,400.0,52.98,101266.0,18.79,0.0,3.0,4.0,4.0
2024-04-10 00:00:00+00:00,400.0,57.36,101385.0,18.64,0.0,8.0,12.0,11.0
2024-04-11 00:00:00+00:00,400.0,67.81,102202.0,18.54,0.0,5.0,8.0,7.0
2024-04-12 00:00:00+00:00,400.0,64.81,102202.0,16.34,0.0,5.0,8.0,7.0
2024-04-13 00:00:00+00:00,400.0,61.94,101665.0,16.87,0.0,5.0,8.0,7.0
2024-04-14 00:00:00+00:00,400.0,54.94,101086.0,20.77,0.0,3.0,5.0,5.0
2024-04-15 00:00:00+00:00,400.0,57.35,100386.0,20.7,0.0,4.0,6.0,6.0
2024-04-16 00:00:00+00:00,400.0,63.97,99553.0,18.29,0.0,4.0,5.0,5.0
2024-04-17 00:00:00+00:00,400.0,87.8,99661.0,8.89,0.0,3.0,4.0,4.0
2024-04-18 00:00:00+00:00,400.0,83.6,99697.5,7.91,0.0,2.0,3.0,3.0
2024-04-19 00:00:00+00:00,400.0,70.11,100727.0,9.61,0.0,3.0,5.0,5.0
2024-04-20 00:00:00+00:00,400.0,61.68,100702.0,12.01,0.0,5.0,7.0,7.0
2024-04-21 00:00:00+00:00,400.0,70.34,100401.0,10.17,0.0,5.0,7.0,7.0
2024-04-22 00:00:00+00:00,400.0,78.59,101319.0,10.46,0.0,8.0,11.0,10.0
2024-04-23 00:00:00+00:00,400.0,71.18,101422.0,13.26,0.0,6.5,10.0,8.0
2024-04-24 00:00:00+00:00,400.0,77.36,99815.5,15.77,0.0,4.0,8.0,6.0
2024-04-25 00:00:00+00:00,400.0,80.2,100057.0,14.25,0.0,3.0,5.0,5.0
2024-04-26 00:00:00+00:00,400.0,79.81,100884.0,10.97,0.0,4.0,6.0,6.0
2024-04-27 00:00:00+00:00,400.0,61.27,101613.0,17.8,0.0,7.0,10.0,9.0
2024-04-28 00:00:00+00:00,400.0,59.43,102014.0,17.69,0.0,5.0,7.0,7.0
2024-04-29 00:00:00+00:00,400.0,61.14,102310.0,18.7,0.0,5.0,8.0,7.0
2024-04-30 00:00:00+00:00,400.0,53.96,102399.0,19.77,0.0,4.0,6.0,6.0
2024-05-01 00:00:00+00:00,400.0,56.17,101856.0,20.19,0.0,8.0,10.0,10.0
2024-05-02 00:00:00+00:00,400.0,60.26,100870.0,18.13,0.0,5.0,8.0,7.0
2024-05-03 00:00:00+00:00,400.0,53.72,100364.0,21.4,0.0,4.0,6.0,6.0
2024-05-04 00:00:00+00:00,400.0,52.2,100732.0,18.38,0.0,3.0,4.0,4.0
2024-05-05 00:00:00+00:00,400.0,48.27,100796.0,22.09,0.0,3.0,4.0,4.0
2024-05-06 00:00:00+00:00,400.0,58.03,100572.0,20.59,0.0,3.0,5.0,5.0
2024-05-07 00:00:00+00:00,400.0,78.81,100438.0,17.1,0.0,3.0,5.0,5.0
2024-05-08 00:00:00+00:00,400.0,70.59,101612.0,14.17,0.0,2.0,4.0,4.0
2024-05-09 00:00:00+00:00,400.0,66.23,101715.0,15.88,0.0,5.0,7.0,7.0
2024-05-10 00:00:00+00:00,400.0,53.71,101648.0,20.54,0.0,4.0,6.0,6.0
2024-05-11 00:00:00+00:00,400.0,56.38,101142.0,19.36,0.0,3.0,4.0,4.0
2024-05-12 00:00:00+00:00,400.0,49.64,101432.0,14.45,0.0,2.0,3.0,3.0
2024-05-13 00:00:00+00:00,400.0,55.33,101378.0,14.59,0.0,2.0,3.0,3.0
2024-05-14 00:00:00+00:00,400.0,53.06,101323.0,14.78,0.0,3.0,4.0,4.0
2024-05-15 00:00:00+00:00,400.0,53.8,101658.0,17.12,0.0,4.0,5.0,5.0
2024-05-16 00:00:00+00:00,400.0,55.05,101776.0,15.59,0.0,4.0,6.0,6.0
2024-05-17 00:00:00+00:00,400.0,53.35,101636.0,20.28,0.0,2.0,3.0,3.0
2024-05-18 00:00:00+00:00,400.0,69.88,101312.0,14.53,0.0,3.0,4.0,4.0
2024-05-19 00:00:00+00:00,400.0,62.78,101122.0,20.49,0.0,4.0,5.0,5.0
2024-05-20 00:00:00+00:00,400.0,59.85,101042.0,21.86,0.0,3.0,5.0,5.0
2024-05-21 00:00:00+00:00,400.0,51.73,101086.0,22.56,0.0,2.0,4.0,4.0
2024-05-22 00:00:00+00:00,400.0,50.77,100829.0,23.3,0.0,3.0,4.0,4.0
2024-05-23 00:00:00+00:00,400.0,47.71,100888.0,25.5,0.0,4.0,5.0,5.0
2024-05-24 00:00:00+00:00,400.0,47.64,101341.0,27.04,0.0,3.0,4.0,4.0
2024-05-25 00:00:00+00:00,400.0,54.6,101553.0,24.56,0.0,4.0,6.0,6.0
2024-05-26 00:00:00+00:00,400.0,46.44,101566.0,19.55,0.0,5.0,8.0,7.0
2024-05-27 00:00:00+00:00,400.0,62.6,101552.0,17.32,0.0,3.0,5.0,5.0
2024-05-28 00:00:00+00:00,400.0,75.09,101034.0,17.37,0.0,3.0,5.0,5.0
2024-05-29 00:00:00+00:00,400.0,84.67,100484.0,17.71,0.0,3.0,4.0,4.0
2024-05-30 00:00:00+00:00,400.0,75.38,100358.0,19.26,0.0,3.0,4.5,4.0
2024-05-31 00:00:00+00:00,400.0,60.3,100444.0,24.86,0.0,4.0,5.0,5.0
2024-06-01 00:00:00+00:00,400.0,61.66,100689.0,27.72,0.0,3.0,5.0,5.0
2024-06-02 00:00:00+00:00,400.0,60.21,100799.0,27.26,0.0,3.0,4.0,4.0
2024-06-03 00:00:00+00:00,400.0,73.34,100749.0,21.74,0.0,2.0,3.0,3.0
2024-06-04 00:00:00+00:00,400.0,74.38,100602.0,22.02,0.0,3.0,5.0,5.0
2024-06-05 00:00:00+00:00,400.0,61.15,100724.0,24.61,0.0,2.0,3.0,3.0
2024-06-06 00:00:00+00:00,400.0,62.8,101092.0,26.28,0.0,2.5,4.0,4.0
2024-06-07 00:00:00+00:00,400.0,61.06,101030.0,27.95,0.0,4.0,6.0,6.0
2024-06-08 00:00:00+00:00,400.0,63.07,100775.0,26.69,0.0,4.0,6.0,6.0
2024-06-09 00:00:00+00:00,400.0,72.95,100362.0,24.03,0.0,5.0,8.0,7.0
2024-06-10 00:00:00+00:00,400.0,72.45,100168.0,26.46,0.0,7.0,10.0,9.0
2024-06-11 00:00:00+00:00,400.0,74.22,100114.0,23.59,0.0,2.0,3.0,3.0
2024-06-12 00:00:00+00:00,400.0,65.33,100874.0,22.81,0.0,4.0,6.0,6.0
2024-06-13 00:00:00+00:00,400.0,85.72,101010.0,18.57,0.0,4.0,6.0,6.0
2024-06-14 00:00:00+00:00,400.0,85.73,100655.0,17.46,0.0,5.0,8.0,7.0
2024-06-15 00:00:00+00:00,400.0,74.19,100736.0,19.64,0.0,3.0,4.0,4.0
2024-06-16 00:00:00+00:00,400.0,67.7,100541.0,24.07,0.0,4.0,6.0,6.0
2024-06-17 00:00:00+00:00,400.0,64.4,100822.0,25.99,0.0,5.0,7.0,7.0
2024-06-18 00:00:00+00:00,400.0,60.79,101322.0,28.03,0.0,8.0,11.0,10.0
2024-06-19 00:00:00+00:00,400.0,59.6,101132.0,31.2,0.0,5.0,8.0,7.0
2024-06-20 00:00:00+00:00,400.0,61.35,101376.0,26.49,0.0,2.0,3.0,3.0
2024-06-21 00:00:00+00:00,400.0,53.54,101381.0,26.08,0.0,2.0,3.0,3.0
2024-06-22 00:00:00+00:00,400.0,61.6,100630.0,27.43,0.0,3.0,5.0,5.0
2024-06-23 00:00:00+00:00,400.0,65.13,100616.0,26.34,0.0,3.0,4.0,4.0
2024-06-24 00:00:00+00:00,400.0,75.27,100991.0,22.49,0.0,4.0,5.0,5.0
2024-06-25 00:00:00+00:00,400.0,63.04,101300.0,24.24,0.0,2.0,3.0,3.0
2024-06-26 00:00:00+00:00,400.0,58.8,101226.0,27.73,0.0,4.0,5.0,5.0
2024-06-27 00:00:00+00:00,400.0,57.1,100819.0,27.71,0.0,4.0,7.0,6.0
2024-06-28 00:00:00+00:00,400.0,52.84,100926.0,29.65,0.0,4.0,5.0,5.0
2024-06-29 00:00:00+00:00,400.0,47.09,101099.0,31.4,0.0,2.0,3.0,3.0
2024-06-30 00:00:00+00:00,400.0,48.03,100962.0,32.42,0.0,3.5,4.5,4.5
2024-07-01 00:00:00+00:00,400.0,48.25,100320.0,32.0,0.0,3.0,4.0,4.0
2024-07-02 00:00:00+00:00,400.0,57.94,99840.0,25.57,0.0,3.0,4.0,4.0
2024-07-03 00:00:00+00:00,400.0,88.8,99956.0,17.8,0.0,1.0,2.0,2.0
2024-07-04 00:00:00+00:00,400.0,80.76,100358.0,17.22,0.0,1.0,2.0,2.0
2024-07-05 00:00:00+00:00,400.0,58.22,100811.0,25.12,0.0,3.0,4.0,4.0
2024-07-06 00:00:00+00:00,400.0,53.65,101190.0,29.23,0.0,3.0,5.0,5.0
2024-07-07 00:00:00+00:00,400.0,47.27,101038.0,32.53,0.0,2.0,3.0,3.0
2024-07-08 00:00:00+00:00,400.0,52.35,101066.0,31.79,0.0,4.0,5.0,5.0
2024-07-09 00:00:00+00:00,400.0,48.33,101234.0,29.72,0.0,3.0,4.0,4.0
2024-07-10 00:00:00+00:00,400.0,63.05,101228.0,28.17,0.0,5.5,8.0,7.0
2024-07-11 00:00:00+00:00,400.0,48.89,101070.0,34.78,0.0,8.0,10.5,9.5
2024-07-12 00:00:00+00:00,400.0,55.7,100757.0,33.11,0.0,5.0,8.0,7.0
2024-07-13 00:00:00+00:00,400.0,39.92,100589.0,38.82,0.0,5.0,7.0,7.0
2024-07-14 00:00:00+00:00,400.0,38.38,100618.0,39.58,0.0,4.0,5.0,5.0
2024-07-15 00:00:00+00:00,400.0,41.78,100796.0,37.69,0.0,7.0,9.0,9.0
2024-07-16 00:00:00+00:00,400.0,49.23,100789.0,33.17,0.0,5.0,8.0,7.0
2024-07-17 00:00:00+00:00,400.0,68.06,100989.0,25.44,0.0,7.0,10.0,9.0
2024-07-18 00:00:00+00:00,400.0,60.6,101223.0,30.6,0.0,6.0,9.0,8.0
2024-07-19 00:00:00+00:00,400.0,56.55,101181.0,28.32,0.0,3.0,4.0,4.0
2024-07-20 00:00:00+00:00,400.0,56.16,100601.0,28.43,0.0,3.0,4.0,4.0
2024-07-21 00:00:00+00:00,400.0,85.93,100374.0,22.95,0.0,6.0,8.0,7.0
2024-07-22 00:00:00+00:00,400.0,78.23,100630.0,23.3,0.0,7.0,10.0,9.0
